items	name	Clade	Family	Order	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu!freshwater	env_milieu!brackish	env_milieu!marine	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	fao_status	Africa_Inland_Waters	North_America_Inland_waters	South_America_Inland_waters	Asia_Inland_waters	Europe_Inland_waters	Oceania_Inland_waters	Antarctica_Inland_waters	Arctic_Ocean	Atlantic_Antarctic	Atlantic_Eastern_Central	Atlantic_Northeast	Atlantic_Northwest	Atlantic_Southeast	Atlantic_Southwest	Atlantic_Western_Central	Indian_Ocean_Antarctic	Indian_Ocean_Eastern	Indian_Ocean_Western	Mediterranean_and_Black_Sea	Pacific_Antarctic	Pacific_Eastern_Central	Pacific_Northeast	Pacific_Northwest	Pacific_Southeast	Pacific_Southwest	Pacific_Western_Central
Antennatus_nummifer_E00587	Antennatus_nummifer_E00587	Clade42	Antennariidae	Lophiiformes	Spotfin frogfish	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated		0	293	Subtropical	0	0	native										yes	yes		yes				yes	yes			yes		yes	yes	yes	yes
Anthias_nicholsi_E00447	Anthias_nicholsi_E00447	Clade42	Serranidae	Perciformes	Yellowfin bass	Harmless	Least Concern	LC						0	0	1	benthopelagic		0	0	Subtropical	0	0	native												yes		yes	yes											
Antigonia_capros_E01024	Antigonia_capros_E01024	Clade42	Caproidae	Caproiformes	Deepbody boarfish	Harmless	Least Concern	LC	minor commercial					0	0	1	demersal		50	900	Tropical	0.17	0	native										yes	yes	yes	yes	yes	yes		yes	yes			yes		yes	yes	yes	yes
Antigonia_rubescens_N05907	Antigonia_rubescens_N05907	Clade42	Caproidae	Caproiformes	Indo-Pacific boarfish	Harmless	Not Evaluated	NE						0	0	1	benthopelagic		50	750	Deep-water	0	0	native																	yes	yes			yes		yes		yes	yes
Antimora_microlepis_E00419	Antimora_microlepis_E00419	Clade29	Moridae	Gadiformes	Finescale mora	Harmless	Data deficient	DD	subsistence fisheries					0	0	1	bathypelagic		175	3048	Deep-water	2.1	20	native																					yes	yes	yes			
Antimora_rostrata_E00786	Antimora_rostrata_E00786	Clade29	Moridae	Gadiformes	Blue antimora	Harmless	Least Concern	LC						0	0	1	bathypelagic		350	3000	Deep-water	0	0	native									yes	yes	yes	yes	yes	yes	yes	yes	yes	yes			yes			yes	yes	
Apareiodon_orinocoensis_P1_H06_RG49	Apareiodon_orinocoensis_P1_H06_RG49	Clade12b	Parodontidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Apeltes_quadracus_E00791	Apeltes_quadracus_E00791	Clade42	Gasterosteidae	Perciformes	Fourspine stickleback	Harmless	Least Concern	LC					public aquariums	1	1	1	benthopelagic		0	3	Temperate	0	3	native		yes										yes			yes											
Aphanopus_carbo_E00274	Aphanopus_carbo_E00274	Clade36	Trichiuridae	Scombriformes	Black scabbardfish	Harmless	Least Concern	LC	highly commercial					0	0	1	bathypelagic	oceanodromous	200	2300	Deep-water	0	0	native										yes	yes	yes			yes									yes		yes
Aphareus_furca_E00563	Aphareus_furca_E00563	Clade42	Lutjanidae	Lutjaniformes	Small toothed jobfish	Reports of ciguatera poisoning	Least Concern	LC	commercial		yes			0	0	1	reef-associated		1	122	Tropical	0.906	0	native																	yes	yes			yes		yes		yes	yes
Aphredoderus_sayanus_E00151	Aphredoderus_sayanus_E00151	Clade26	Aphredoderidae	Percopsiformes	Pirate perch	Harmless	Least Concern	LC						1	0	0	demersal		0	0	Temperate	0	4	endemic		yes																								
Aphyocharax_dentatus_P3_F05_RG58	Aphyocharax_dentatus_P3_F05_RG58	Clade12b	Characidae	Characiformes		Harmless	Not Evaluated	NE					commercial	1	0	0	benthopelagic		0	0	Highaltitude	0	0	endemic			yes																							
Aplochiton_taeniatus_G01517	Aplochiton_taeniatus_G01517	Clade17	Galaxiidae	Galaxiiformes		Harmless	Not Evaluated	NE	of no interest					1	1	1	benthopelagic	amphidromous	0	0	Temperate	0	0	endemic			yes																							
Aplodactylus_arctidens_M01536	Aplodactylus_arctidens_M01536	Clade42	Aplodactylidae	Centrarchiformes	Marblefish	Harmless	Not Evaluated	NE						0	0	1	reef-associated		0	40	Temperate	0	0	native																	yes								yes	
Aplodactylus_etheridgii_M01537	Aplodactylus_etheridgii_M01537	Clade42	Aplodactylidae	Centrarchiformes	Notchheaded marblefish	Harmless	Not Evaluated	NE						0	0	1	reef-associated		6	20	Subtropical	0	0	endemic																									yes	
Aplodinotus_grunniens_E01108	Aplodinotus_grunniens_E01108	Clade42	Sciaenidae	Incertae sedis in Eupercaria	Freshwater drum	Harmless	Least Concern	LC	minor commercial		yes			1	0	0	demersal		30	0	Subtropical	24.7	13	endemic		yes																								
Apogon_campbelli_E01069	Apogon_campbelli_E01069	Clade38a	Apogonidae	Kurtiformes		Harmless	Not Evaluated	NE						0	0	1	reef-associated		0	0	Tropical	0	0	endemic																		yes								
Apolemichthys_trimaculatus_E00839	Apolemichthys_trimaculatus_E00839	Clade42	Pomacanthidae	Incertae sedis in Eupercaria	Threespot angelfish	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated	non-migratory	3	60	Tropical	0	0	native																	yes	yes			yes		yes			yes
Aporops_bilinearis_E00531	Aporops_bilinearis_E00531	Clade42	Serranidae	Perciformes	Blotched podge	Harmless	Least Concern	LC						0	0	1	reef-associated		1	15	Tropical	0	0	native																	yes	yes			yes		yes			yes
Aprion_virescens_E00828	Aprion_virescens_E00828	Clade42	Lutjanidae	Lutjaniformes	Green jobfish	Reports of ciguatera poisoning	Least Concern	LC	highly commercial		yes		commercial	0	0	1	reef-associated		0	180	Tropical	15.4	0	native													yes				yes	yes			yes		yes		yes	yes
Apsilus_dentatus_E00770	Apsilus_dentatus_E00770	Clade42	Lutjanidae	Lutjaniformes	Black snapper	Reports of ciguatera poisoning	Least Concern	LC	minor commercial					0	0	1	reef-associated		100	300	Tropical	3.2	0	endemic															yes											
Apternotus_sp_P1_H12_RG56	Apternotus_sp_P1_H12_RG56	Clade13	Apteronotidae	Gymnotiformes										0	0	0			0	0		0	0																											
Apteronotus_albifrons_P1_C09_RG93	Apteronotus_albifrons_P1_C09_RG93	Clade13	Apteronotidae	Gymnotiformes	Black ghost	Harmless	Not Evaluated	NE	of no interest				commercial	1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Aracana_aurita_G01205	Aracana_aurita_G01205	Clade42	Aracanidae	Tetraodontiformes	Striped cowfish	Harmless	Not Evaluated	NE						0	0	1	demersal		10	200	Temperate	0	0	native																	yes								yes	
Arapaima_gigas_G01206	Arapaima_gigas_G01206	Clade07b	Osteoglossidae	Osteoglossiformes	Arapaima	Harmless	Data deficient	DD	commercial	commercial	yes		public aquariums	1	0	0	demersal		0	0	Tropical	200	0	native			yes	yes																						
Archamia_biguttata_E00522	Archamia_biguttata_E00522	Clade38a	Apogonidae	Kurtiformes	Twinspot cardinalfish	Harmless	Not Evaluated	NE						0	0	1	reef-associated		0	33	Tropical	0	0																											
Archoplites_interruptus_N01722	Archoplites_interruptus_N01722	Clade42	Centrarchidae	Centrarchiformes	Sacramento perch	Harmless	Endangered	EN						1	0	0	benthopelagic		0	0	Temperate	1.4	9	endemic		yes																								
Archosargus_probatocephalus_E00249	Archosargus_probatocephalus_E00249	Clade42	Sparidae	Spariformes	Sheepshead	Harmless	Least Concern	LC	commercial		yes		public aquariums	0	1	1	reef-associated		15	0	Subtropical	9.6	0	native												yes		yes	yes											
Arcos_sp_E00102	Arcos_sp_E00102	Clade41	Gobiesocidae	Gobiesociformes										0	0	0			0	0		0	0																											
Argentina_sialis_silus_E00352	Argentina_sialis_silus_E00352	Clade16	Argentinidae	Argentiniformes	North-Pacific argentine	Harmless	Least Concern	LC						0	1	1	demersal		11	325	Deep-water	0	5	native																					yes	yes				
Argentina_striata_E01031	Argentina_striata_E01031	Clade16	Argentinidae	Argentiniformes	Striated argentine	Harmless	Least Concern	LC	of potential interest					0	0	1	bathypelagic		100	600	Deep-water	0	0	native												yes		yes	yes									yes		
Argyropelecus_affinis_E00062	Argyropelecus_affinis_E00062	Clade21	Sternoptychidae	Stomiatiformes	Pacific hatchet fish	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic	oceanodromous	1	3872	Deep-water	0	0	native										yes	yes	yes	yes	yes	yes		yes	yes			yes	yes	yes	yes	yes	yes
Argyropelecus_gigas_G01207	Argyropelecus_gigas_G01207	Clade21	Sternoptychidae	Stomiatiformes	Hatchetfish	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		300	1000	Deep-water	0	0	native										yes	yes	yes	yes	yes	yes		yes	yes			yes			yes	yes	yes
Argyrops_spinifer_M01668	Argyrops_spinifer_M01668	Clade42	Sparidae	Spariformes	King soldier bream	Harmless	Least Concern	LC	commercial					0	0	1	demersal		1	450	Tropical	0	0	native													yes				yes	yes					yes			yes
Argyrozona_argyrozona_E00802	Argyrozona_argyrozona_E00802	Clade42	Sparidae	Spariformes	Carpenter seabream	Harmless	Near Threatened	NT	minor commercial		yes			0	0	1	benthopelagic		20	200	Subtropical	3.5	27	native													yes					yes								
Ariomma_bondi_E01126	Ariomma_bondi_E01126	Clade36	Ariommatidae	Scombriformes	Silver-rag driftfish	Harmless	Least Concern	LC	minor commercial					0	0	1	demersal		50	500	Subtropical	0	0	native										yes		yes	yes	yes	yes											
Ariomma_melanum_E00665	Ariomma_melanum_E00665	Clade36	Ariommatidae	Scombriformes	Brown driftfish	Harmless	Least Concern	LC	minor commercial					0	0	1	bathydemersal		180	600	Deep-water	0	0	native										yes		yes	yes	yes	yes											
Aristostomias_scintillans_E00065	Aristostomias_scintillans_E00065	Clade21	Stomiidae	Stomiatiformes	Shiny loosejaw	Harmless	Not Evaluated	NE						0	0	1	bathypelagic		0	1219	Deep-water	0	7	questionable																					yes	yes			yes	
Arnoglossus_blachei_E01160	Arnoglossus_blachei_E01160	Clade40	Bothidae	Pleuronectiformes										0	0	0			0	0		0	0																											
Arnoglossus_imperialis_E01163	Arnoglossus_imperialis_E01163	Clade40	Bothidae	Pleuronectiformes	Imperial scaldfish	Harmless	Least Concern	LC	commercial					0	0	1	demersal		20	350	Subtropical	0	0	native										yes	yes		yes						yes							
Arothron_hispidus_E00985	Arothron_hispidus_E00985	Clade42	Tetraodontidae	Tetraodontiformes	White-spotted puffer	Poisonous to eat	Least Concern	LC	minor commercial				commercial	0	1	1	reef-associated	non-migratory	1	50	Tropical	2	0	native													yes				yes	yes	yes		yes		yes	yes	yes	yes
Arothron_nigropunctatus_N31143	Arothron_nigropunctatus_N31143	Clade42	Tetraodontidae	Tetraodontiformes	Blackspotted puffer	Poisonous to eat	Least Concern	LC					public aquariums	0	0	1	reef-associated		3	25	Tropical	0	0	native													yes				yes	yes			yes		yes		yes	yes
Arrhamphus_sclerolepis_G01209	Arrhamphus_sclerolepis_G01209	Clade41	Hemiramphidae	Beloniformes	Northern snubnose garfish									0	0	0			0	0	Tropical	0	0																											
Arripis_georgianus_M01539	Arripis_georgianus_M01539	Clade36	Arripidae	Scombriformes	Australian herring	Harmless	Not Evaluated	NE	commercial		yes			0	1	1	pelagic-neritic		1	0	Temperate	0.8	7	endemic																	yes									
Arripis_trutta_M01540	Arripis_trutta_M01540	Clade36	Arripidae	Scombriformes	Australian salmon	Harmless	Not Evaluated	NE	commercial		yes	usually		0	1	1	pelagic-neritic	anadromous	30	39	Subtropical	9.4	26	native																	yes								yes	yes
Arripis_truttacea_M01541	Arripis_truttacea_M01541	Clade36	Arripidae	Scombriformes	Western Australian salmon	Harmless	Not Evaluated	NE	commercial		yes	usually		0	1	1	benthopelagic		0	80	Subtropical	10.5	9	endemic																	yes									
Artedidraco_orianae_G01525	Artedidraco_orianae_G01525	Clade42	Artedidraconidae	Perciformes		Harmless	Not Evaluated	NE	of no interest					0	0	1	demersal		82	801	Polar	0	0	questionable									yes							yes				yes						
Artediellus_uncinatus_N10447	Artediellus_uncinatus_N10447	Clade42	Psychrolutidae	Perciformes	Arctic hookear sculpin	Harmless	Not Evaluated	NE						0	0	1	demersal		13	598	Polar	0	0	native								yes			yes	yes														
Aseraggodes_heemstrai_E00582	Aseraggodes_heemstrai_E00582	Clade40	Soleidae	Pleuronectiformes		Harmless	Not Evaluated	NE						0	0	1	reef-associated		15	39	Tropical	0	0	endemic																		yes								
Aseraggodes_kobensis_E00075	Aseraggodes_kobensis_E00075	Clade40	Soleidae	Pleuronectiformes		Harmless	Not Evaluated	NE						0	0	1	demersal		80	100	Temperate	0	0	native																							yes			yes
Aspidophoroides_monopterygius_N01986	Aspidophoroides_monopterygius_N01986	Clade42	Agonidae	Perciformes	Alligatorfish	Harmless	Not Evaluated	NE						0	0	1	demersal		0	695	Temperate	0	0	native								yes				yes			yes							yes	yes			
Assurger_anzac_G01210	Assurger_anzac_G01210	Clade36	Trichiuridae	Scombriformes	Razorback scabbardfish	Harmless	Not Evaluated	NE	subsistence fisheries					0	0	1	benthopelagic		150	400	Tropical	0	0	native													yes	yes	yes		yes				yes		yes	yes		yes
Astatotilapia_burtoni_G01518	Astatotilapia_burtoni_G01518	Clade41	Cichlidae	Cichliformes		Harmless	Least Concern	LC	subsistence fisheries				commercial	1	0	0	benthopelagic	non-migratory	0	0	Tropical	0	0	endemic	yes																									
Asterorhombus_cocosensis_E00904	Asterorhombus_cocosensis_E00904	Clade40	Bothidae	Pleuronectiformes	Cocos Island flounder	Harmless	Least Concern	LC						0	0	1	demersal		1	30	Tropical	0	0	native																	yes	yes					yes			yes
Asterropteryx_semipunctata_E01089	Asterropteryx_semipunctata_E01089	Clade38c	Gobiidae	Gobiiformes	Starry goby	Harmless	Not Evaluated	NE					commercial	0	0	1	reef-associated		1	20	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Astrapogon_puncticulatus_E00109	Astrapogon_puncticulatus_E00109	Clade38a	Apogonidae	Kurtiformes	Blackfin cardinalfish	Harmless	Least Concern	LC						0	0	1	reef-associated		0	8	Tropical	0	0	native														yes	yes											
Astrapogon_stellatus_N03004	Astrapogon_stellatus_N03004	Clade38a	Apogonidae	Kurtiformes	Conchfish	Harmless	Data deficient	DD					commercial	0	0	1	reef-associated		1	40	Tropical	0	0	native														yes	yes											
Astroblepus_sp_P02_E04_RG21	Astroblepus_sp_P02_E04_RG21	Clade14a	Astroblepidae	Siluriformes										0	0	0			0	0		0	0																											
Astronesthes_leucopogon_M30297	Astronesthes_leucopogon_M30297	Clade21	Stomiidae	Stomiatiformes		Harmless	Least Concern	LC						0	0	1	bathypelagic		0	500	Deep-water	0	0	native										yes	yes	yes	yes													
Astroscopus_ygraecum_E01028	Astroscopus_ygraecum_E01028	Clade42	Uranoscopidae	Uranoscopiformes	Southern stargazer	Venomous	Least Concern	LC						0	0	1	reef-associated		2	100	Subtropical	0	0	native												yes		yes	yes											
Astyanax_abramoides_P1_H01_RG11	Astyanax_abramoides_P1_H01_RG11	Clade12b	Characidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0																											
Ateleopus_japonicus_G01213	Ateleopus_japonicus_G01213	Clade22	Ateleopodidae	Ateleopodiformes	Pacific jellynose fish	Harmless	Least Concern	LC	of no interest					0	0	1	bathydemersal		140	600	Deep-water	0	0	native																	yes						yes			yes
Atheresthes_evermanni_E00055	Atheresthes_evermanni_E00055	Clade40	Pleuronectidae	Pleuronectiformes	Kamchatka flounder	Harmless	Not Evaluated	NE	commercial					0	0	1	demersal		20	1200	Temperate	8.5	33	native																						yes	yes			
Atherinomorus_lacunosus_E00548	Atherinomorus_lacunosus_E00548	Clade41	Atherinidae	Atheriniformes	Wide-banded hardyhead silverside	Harmless	Not Evaluated	NE	commercial			usually		1	1	1	reef-associated		1	39	Subtropical	0	0	native				yes									yes				yes	yes	yes		yes		yes		yes	yes
Atherinomorus_stipes_E00115	Atherinomorus_stipes_E00115	Clade41	Atherinidae	Atheriniformes	Hardhead silverside	Harmless	Least Concern	LC	minor commercial			usually		1	1	1	reef-associated		0	0	Subtropical	0	0	native		yes												yes	yes									yes		
Atherinomorus_vaigiensis_E00181	Atherinomorus_vaigiensis_E00181	Clade41	Atherinidae	Atheriniformes	Ogilbys hardyhead	Harmless	Not Evaluated	NE	minor commercial					0	1	1	pelagic-neritic		0	0	Subtropical	0	2	native																	yes								yes	yes
Atherinopsis_californiensis_E00121	Atherinopsis_californiensis_E00121	Clade41	Atherinopsidae	Atheriniformes	Jack silverside	Harmless	Least Concern	LC	commercial					0	0	1	pelagic-neritic		0	30	Subtropical	0	11	native																					yes	yes				
Atractoscion_nobilis_E00125	Atractoscion_nobilis_E00125	Clade42	Sciaenidae	Incertae sedis in Eupercaria	White weakfish	Harmless	Least Concern	LC	minor commercial		yes			0	0	1	demersal		0	122	Subtropical	41	20	native																					yes	yes				
Atractosteus_spatula_G01214	Atractosteus_spatula_G01214	Clade05	Lepisosteidae	Lepisosteiformes	Alligator gar	Harmless	Least Concern	LC	minor commercial		yes		public aquariums	1	1	0	demersal		0	0	Subtropical	137	0	endemic		yes																								
Atractosteus_tropicus_G01215	Atractosteus_tropicus_G01215	Clade05	Lepisosteidae	Lepisosteiformes	Tropical gar	Poisonous to eat	Least Concern	LC						1	0	0	demersal		0	0	Tropical	2.9	0	endemic		yes																								
Atrosalarias_fuscus_E00525	Atrosalarias_fuscus_E00525	Clade41	Blenniidae	Blenniiformes		Harmless	Least Concern	LC						0	0	1	reef-associated		2	12	Tropical	0	0	native																		yes					yes			yes
Atule_mate_E00942	Atule_mate_E00942	Clade40	Carangidae	Carangiformes	Yellowtail scad	Harmless	Least Concern	LC	minor commercial		yes			0	1	1	reef-associated		1	80	Tropical	0	0	native																	yes	yes			yes		yes			yes
Auchenipterichthys_longimanus_P02_F12_RG66	Auchenipterichthys_longimanus_P02_F12_RG66	Clade14c	Auchenipteridae	Siluriformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0.112	0	endemic			yes																							
Aulichthys_japonicus_G01216	Aulichthys_japonicus_G01216	Clade42	Hypoptychidae	Perciformes	Tubenose	Harmless	Least Concern	LC						0	0	1	benthopelagic		0	0	Temperate	0	0	endemic																							yes			
Aulopus_filamentosus_E00502	Aulopus_filamentosus_E00502	Clade23	Aulopidae	Aulopiformes	Royal flagfin	Harmless	Least Concern	LC	commercial					0	0	1	demersal		50	1000	Subtropical	0	0	native										yes					yes				yes							
Aulorhynchus_flavidus_G01217	Aulorhynchus_flavidus_G01217	Clade42	Aulorhynchidae	Perciformes	Tube-snout	Harmless	Least Concern	LC					public aquariums	0	0	1	benthopelagic		0	30	Temperate	0	9	native																					yes	yes				
Aulostomus_chinensis	Aulostomus_chinensis	Clade37	Aulostomidae	Syngnathiformes	Chinese trumpetfish	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated		3	122	Tropical	0	0	native													yes				yes	yes			yes		yes	yes	yes	yes
Aulostomus_maculatus	Aulostomus_maculatus	Clade37	Aulostomidae	Syngnathiformes	Trumpetfish	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated		2	25	Subtropical	0	0	native										yes				yes	yes											
Aulotrachichthys_prosthemius_M31392	Aulotrachichthys_prosthemius_M31392	Clade31	Trachichthyidae	Trachichthyiformes	West Pacific luminous roughy	Harmless	Not Evaluated	NE						0	0	1	bathypelagic		90	198	Deep-water	0	0	native																					yes		yes			
Auxis_rochei_E00673	Auxis_rochei_E00673	Clade36	Scombridae	Scombriformes	Bullet tuna	Harmless	Least Concern	LC	highly commercial		yes			0	1	1	pelagic-neritic	oceanodromous	10	0	Tropical	0	0	native										yes	yes	yes	yes	yes	yes		yes	yes	yes				yes		yes	yes
Azurina_hirundo_E00580	Azurina_hirundo_E00580	Clade41	Pomacentridae	Incertae sedis in Ovalentaria	Swallow damsel	Harmless	Near Threatened	NT						0	0	1	reef-associated	non-migratory	5	30	Subtropical	0	0	endemic																					yes					
Badis_pyema_N03996	Badis_pyema_N03996	Clade39a	Badidae	Anabantiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic				yes																						
Bagrus_ubangensis_P02_G12_RG42	Bagrus_ubangensis_P02_G12_RG42	Clade14c	Bagridae	Siluriformes		Harmless	Least Concern	LC						1	0	0	demersal		0	0	Tropical	0	0	endemic	yes																									
Bairdiella_chrysoura_E00165	Bairdiella_chrysoura_E00165	Clade42	Sciaenidae	Incertae sedis in Eupercaria	Silver perch	Harmless	Least Concern	LC	minor commercial			usually		1	1	1	demersal		0	0	Subtropical	0	0	native												yes			yes											
